BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	lat_lon	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	geographic_location_(country_and/or_sea)	tissue_type	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	Description	ENA_CHECKLIST
PRJEB5198	ERR407260	WGS	89	265965918	SAMEA2338570	161187512	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373621	Illumina HiSeq 2000	NG-5353_4kb.BS31b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338570	ERP004574	female	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391887	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391887	BS31b River Three-spined stickleback	BS31b	BS31b Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407261	WGS	91	861595877	SAMEA2338583	482610686	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373622	Illumina HiSeq 2000	NG-5353_4kb.BS32b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338583	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391875	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391875	BS32b Lake Three-spined stickleback	BS32b	BS32b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407262	WGS	91	232327288	SAMEA2338566	147570973	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373623	Illumina HiSeq 2000	NG-5353_4kb.BS33	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338566	ERP004574	male	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391888	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391888	BS33 River Three-spined stickleback	BS33	BS33 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407263	WGS	89	343661959	SAMEA2338566	207287918	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373624	Illumina HiSeq 2000	NG-5353_4kb.BS33	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338566	ERP004574	male	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391888	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391888	BS33 River Three-spined stickleback	BS33	BS33 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407264	WGS	89	374970969	SAMEA2338566	225005493	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373625	Illumina HiSeq 2000	NG-5353_4kb.BS33	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338566	ERP004574	male	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391888	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391888	BS33 River Three-spined stickleback	BS33	BS33 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407265	WGS	91	1237100315	SAMEA2338566	644953997	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373626	Illumina HiSeq 2000	NG-5353_4kb.BS33	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338566	ERP004574	male	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391888	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391888	BS33 River Three-spined stickleback	BS33	BS33 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407267	WGS	89	279155232	SAMEA2338597	166578724	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373628	Illumina HiSeq 2000	NG-5353_4kb.BS34b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338597	ERP004574	male	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391876	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391876	BS34b Lake Three-spined stickleback	BS34b	BS34b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407268	WGS	91	649701583	SAMEA2338597	380100787	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373629	Illumina HiSeq 2000	NG-5353_4kb.BS34b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338597	ERP004574	male	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391876	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391876	BS34b Lake Three-spined stickleback	BS34b	BS34b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407269	WGS	91	662170780	SAMEA2338597	384517850	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373630	Illumina HiSeq 2000	NG-5353_4kb.BS34b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338597	ERP004574	male	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391876	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391876	BS34b Lake Three-spined stickleback	BS34b	BS34b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407270	WGS	91	960041395	SAMEA2338550	535325786	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373631	Illumina HiSeq 2000	NG-5353_4kb.BS35	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338550	ERP004574	female	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391889	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391889	BS35 River Three-spined stickleback	BS35	BS35 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407271	WGS	91	304445390	SAMEA2338550	172422220	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373632	Illumina HiSeq 2000	NG-5353_4kb.BS35	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338550	ERP004574	female	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391889	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391889	BS35 River Three-spined stickleback	BS35	BS35 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407272	WGS	91	573417647	SAMEA2338578	359238339	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373633	Illumina HiSeq 2000	NG-5353_4kb.BS36b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338578	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391877	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391877	BS36b Lake Three-spined stickleback	BS36b	BS36b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407273	WGS	89	358497726	SAMEA2338578	214113581	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373634	Illumina HiSeq 2000	NG-5353_4kb.BS36b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338578	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391877	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391877	BS36b Lake Three-spined stickleback	BS36b	BS36b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407274	WGS	89	374754852	SAMEA2338578	225106686	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373635	Illumina HiSeq 2000	NG-5353_4kb.BS36b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338578	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391877	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391877	BS36b Lake Three-spined stickleback	BS36b	BS36b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407276	WGS	91	718759562	SAMEA2338562	460162559	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373637	Illumina HiSeq 2000	NG-5353_4kb.BS38b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338562	ERP004574	male	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391878	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391878	BS38b Lake Three-spined stickleback	BS38b	BS38b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407277	WGS	89	451241369	SAMEA2338562	272535318	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373638	Illumina HiSeq 2000	NG-5353_4kb.BS38b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338562	ERP004574	male	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391878	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391878	BS38b Lake Three-spined stickleback	BS38b	BS38b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407278	WGS	89	474581334	SAMEA2338562	287392703	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373639	Illumina HiSeq 2000	NG-5353_4kb.BS38b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338562	ERP004574	male	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391878	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391878	BS38b Lake Three-spined stickleback	BS38b	BS38b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407279	WGS	91	492244390	SAMEA2338577	318369351	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373640	Illumina HiSeq 2000	NG-5353_4kb.BS39	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338577	ERP004574	female	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391891	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391891	BS39 River Three-spined stickleback	BS39	BS39 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407280	WGS	91	837978482	SAMEA2338577	466281732	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373641	Illumina HiSeq 2000	NG-5353_4kb.BS39	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338577	ERP004574	female	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391891	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391891	BS39 River Three-spined stickleback	BS39	BS39 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407281	WGS	101	1648745473	SAMEA2338544	909790952	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373642	Illumina HiSeq 2000	NG-5353_4kb.BS40b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338544	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391879	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391879	BS40b Lake Three-spined stickleback	BS40b	BS40b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407282	WGS	101	1648551034	SAMEA2338544	907782028	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373643	Illumina HiSeq 2000	NG-5353_4kb.BS40b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338544	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391879	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391879	BS40b Lake Three-spined stickleback	BS40b	BS40b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407283	WGS	89	309665279	SAMEA2338574	184719741	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373644	Illumina HiSeq 2000	NG-5353_4kb.BS41	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338574	ERP004574	male	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391892	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391892	BS41 River Three-spined stickleback	BS41	BS41 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407285	WGS	89	435326640	SAMEA2338591	259365189	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373646	Illumina HiSeq 2000	NG-5353_4kb.BS42b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338591	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391880	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391880	BS42b Lake Three-spined stickleback	BS42b	BS42b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407286	WGS	89	457813676	SAMEA2338591	273169125	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373647	Illumina HiSeq 2000	NG-5353_4kb.BS42b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338591	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391880	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391880	BS42b Lake Three-spined stickleback	BS42b	BS42b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407287	WGS	91	1105504612	SAMEA2338591	593312372	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373648	Illumina HiSeq 2000	NG-5353_4kb.BS42b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338591	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391880	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391880	BS42b Lake Three-spined stickleback	BS42b	BS42b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407288	WGS	91	659869198	SAMEA2338591	353042180	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373649	Illumina HiSeq 2000	NG-5353_4kb.BS42b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338591	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391880	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391880	BS42b Lake Three-spined stickleback	BS42b	BS42b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
