BioSample,refGenome,Organism,,BioSample,refGenome,Run,Organism,BioProject,LibraryName,,,,
SAMEA2338582,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407045,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS11,,,,
SAMEA2338582,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407483,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS11,,,,
SAMEA2338582,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407041,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS11,,,,
SAMEA2338582,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407040,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS11,,,,
SAMEA2338583,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407261,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS32b,,,,
SAMEA2338583,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407356,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS32b,,,,
SAMEA2338583,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407357,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS32b,,,,
SAMEA2338583,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407358,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS32b,,,,
SAMEA2338583,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407359,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS32b,,,,
SAMEA2338583,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407360,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS32b,,,,
SAMEA2338583,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407361,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS32b,,,,
SAMEA2338583,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407362,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS32b,,,,
SAMEA2338583,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407508,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS32b,,,,
SAMEA2338584,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407082,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS17,,,,
SAMEA2338584,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407084,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS17,,,,
SAMEA2338584,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407085,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS17,,,,
SAMEA2338584,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407086,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS17,,,,
SAMEA2338584,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407087,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS17,,,,
SAMEA2338584,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407089,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS17,,,,
SAMEA2338584,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407489,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS17,,,,
SAMEA2338584,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407490,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS17,,,,
SAMEA2338584,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407090,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS17,,,,
SAMEA2338584,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407083,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS17,,,,
SAMEA2338584,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407088,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS17,,,,
SAMEA2338585,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407300,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS47,,,,
SAMEA2338585,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407301,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS47,,,,
SAMEA2338585,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407528,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS47,,,,
SAMEA2338586,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407306,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS50b,,,,
SAMEA2338586,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407307,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS50b,,,,
SAMEA2338586,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407308,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS50b,,,,
SAMEA2338586,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407435,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS50b,,,,
SAMEA2338586,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407436,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS50b,,,,
SAMEA2338586,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407437,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS50b,,,,
SAMEA2338586,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407532,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS50b,,,,
SAMEA2338586,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407438,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS50b,,,,
SAMEA2338587,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407110,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS1,,,,
SAMEA2338587,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407111,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS1,,,,
SAMEA2338587,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407112,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS1,,,,
SAMEA2338587,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407113,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS1,,,,
SAMEA2338587,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407114,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS1,,,,
SAMEA2338587,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407115,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS1,,,,
SAMEA2338587,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407116,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS1,,,,
SAMEA2338587,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407117,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS1,,,,
SAMEA2338587,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407493,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS1,,,,
SAMEA2338588,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407330,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS60,,,,
SAMEA2338588,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407547,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS60,,,,
SAMEA2338588,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407548,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS60,,,,
SAMEA2338588,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407464,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS60,,,,
SAMEA2338588,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407329,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS60,,,,
SAMEA2338589,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407317,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS55,,,,
SAMEA2338589,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407448,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS55,,,,
SAMEA2338589,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407450,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS55,,,,
SAMEA2338589,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407451,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS55,,,,
SAMEA2338589,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407539,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS55,,,,
SAMEA2338589,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407449,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS55,,,,
SAMEA2338589,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407318,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS55,,,,
SAMEA2338590,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407385,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS37,,,,
SAMEA2338590,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407386,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS37,,,,
SAMEA2338590,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407275,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS37,,,,
SAMEA2338590,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407514,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS37,,,,
SAMEA2338591,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407285,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS42b,,,,
SAMEA2338591,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407286,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS42b,,,,
SAMEA2338591,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407287,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS42b,,,,
SAMEA2338591,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407288,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS42b,,,,
SAMEA2338591,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407409,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS42b,,,,
SAMEA2338591,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407411,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS42b,,,,
SAMEA2338591,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407523,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS42b,,,,
SAMEA2338591,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407412,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS42b,,,,
SAMEA2338591,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407410,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS42b,,,,
SAMEA2338592,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407013,Gasterosteus_aculeatus,PRJEB5198,NG-5241_4kb.BS20,,,,
SAMEA2338592,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407118,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS20,,,,
SAMEA2338592,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407119,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS20,,,,
SAMEA2338592,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407120,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS20,,,,
SAMEA2338592,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407121,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS20,,,,
SAMEA2338592,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407122,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS20,,,,
SAMEA2338592,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407123,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS20,,,,
SAMEA2338592,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407494,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS20,,,,
SAMEA2338593,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407251,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS9,,,,
SAMEA2338593,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407252,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS9,,,,
SAMEA2338593,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407256,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS9,,,,
SAMEA2338593,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407257,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS9,,,,
SAMEA2338593,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407255,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS9,,,,
SAMEA2338593,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407561,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS9,,,,
SAMEA2338593,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407254,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS9,,,,
SAMEA2338593,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407253,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS9,,,,
SAMEA2338593,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407250,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS9,,,,
SAMEA2338594,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407028,Gasterosteus_aculeatus,PRJEB5198,NG-5241_4kb.BS6,,,,
SAMEA2338594,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407226,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS6,,,,
SAMEA2338594,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407229,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS6,,,,
SAMEA2338594,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407230,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS6,,,,
SAMEA2338594,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407231,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS6,,,,
SAMEA2338594,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407233,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS6,,,,
SAMEA2338594,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407234,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS6,,,,
SAMEA2338594,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407235,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS6,,,,
SAMEA2338594,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407558,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS6,,,,
SAMEA2338594,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407232,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS6,,,,
SAMEA2338594,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407228,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS6,,,,
SAMEA2338594,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407227,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS6,,,,
SAMEA2338595,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407067,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS15,,,,
SAMEA2338595,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407068,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS15,,,,
SAMEA2338595,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407071,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS15,,,,
SAMEA2338595,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407072,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS15,,,,
SAMEA2338595,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407073,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS15,,,,
SAMEA2338595,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407074,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS15,,,,
SAMEA2338595,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407487,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS15,,,,
SAMEA2338595,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407070,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS15,,,,
SAMEA2338595,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407069,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS15,,,,
SAMEA2338596,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407347,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS65,,,,
SAMEA2338596,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407476,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS65,,,,
SAMEA2338596,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407477,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS65,,,,
SAMEA2338596,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407556,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS65,,,,
SAMEA2338596,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407349,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS65,,,,
SAMEA2338596,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407348,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS65,,,,
SAMEA2338597,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407267,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS34b,,,,
SAMEA2338597,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407268,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS34b,,,,
SAMEA2338597,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407269,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS34b,,,,
SAMEA2338597,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407368,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS34b,,,,
SAMEA2338597,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407369,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS34b,,,,
SAMEA2338597,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407370,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS34b,,,,
SAMEA2338597,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407371,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS34b,,,,
SAMEA2338597,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407372,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS34b,,,,
SAMEA2338597,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407373,Gasterosteus_aculeatus,PRJEB5198,NG-5353_STD.BS34b,,,,
SAMEA2338597,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407510,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS34b,,,,
SAMEA2338597,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407266,Gasterosteus_aculeatus,PRJEB5198,NG-5353_4kb.BS34b,,,,
SAMEA2338598,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407023,Gasterosteus_aculeatus,PRJEB5198,NG-5241_4kb.BS2,,,,
SAMEA2338598,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407185,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS2,,,,
SAMEA2338598,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407186,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS2,,,,
SAMEA2338598,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407187,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS2,,,,
SAMEA2338598,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407505,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS2,,,,
SAMEA2338598,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407189,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS2,,,,
SAMEA2338598,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407188,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS2,,,,
SAMEA2338598,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407190,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS2,,,,
SAMEA2661249,GCF_900246225.1,Astatotilapia_spp,,,,ERR715501,Astatotilapia_spp,PRJEB1254,11649632,,,,
SAMEA2661291,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR715525,Astatotilapia_calliptera,PRJEB1254,11649635,,,,
SAMEA2661293,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR715527,Astatotilapia_calliptera,PRJEB1254,11649564,,,,
SAMEA2661295,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR715529,Astatotilapia_calliptera,PRJEB1254,11649588,,,,
SAMEA2661297,GCF_900246225.1,Astatotilapia_spp,,,,ERR730964,Astatotilapia_spp,PRJEB1254,11657528,,,,
SAMEA2661298,GCF_900246225.1,Astatotilapia_spp,,,,ERR730965,Astatotilapia_spp,PRJEB1254,11657540,,,,
SAMEA2661299,GCF_900246225.1,Astatotilapia_spp,,,,ERR730966,Astatotilapia_spp,PRJEB1254,11657552,,,,
SAMEA2661300,GCF_900246225.1,Astatotilapia_spp,,,,ERR730967,Astatotilapia_spp,PRJEB1254,11657564,,,,
SAMEA2661301,GCF_900246225.1,Astatotilapia_spp,,,,ERR730968,Astatotilapia_spp,PRJEB1254,11657576,,,,
SAMEA2661302,GCF_900246225.1,Astatotilapia_spp,,,,ERR755296,Astatotilapia_spp,PRJEB1254,12334698,,,,
SAMEA2661303,GCF_900246225.1,Astatotilapia_spp,,,,ERR730969,Astatotilapia_spp,PRJEB1254,11657600,,,,
SAMEA2661304,GCF_900246225.1,Astatotilapia_spp,,,,ERR730970,Astatotilapia_spp,PRJEB1254,11657612,,,,
SAMEA2661306,GCF_900246225.1,Astatotilapia_spp,,,,ERR730971,Astatotilapia_spp,PRJEB1254,11657529,,,,
SAMEA2661307,GCF_900246225.1,Astatotilapia_spp,,,,ERR730972,Astatotilapia_spp,PRJEB1254,11657541,,,,
SAMEA2661308,GCF_900246225.1,Astatotilapia_spp,,,,ERR730973,Astatotilapia_spp,PRJEB1254,11657553,,,,
SAMEA2661309,GCF_900246225.1,Astatotilapia_spp,,,,ERR730974,Astatotilapia_spp,PRJEB1254,11657565,,,,
SAMEA2661310,GCF_900246225.1,Astatotilapia_spp,,,,ERR730975,Astatotilapia_spp,PRJEB1254,11657577,,,,
SAMEA2661311,GCF_900246225.1,Astatotilapia_spp,,,,ERR755297,Astatotilapia_spp,PRJEB1254,12334710,,,,
SAMEA2661313,GCF_900246225.1,Astatotilapia_spp,,,,ERR730976,Astatotilapia_spp,PRJEB1254,11657601,,,,
SAMEA2661316,GCF_900246225.1,Astatotilapia_spp,,,,ERR730977,Astatotilapia_spp,PRJEB1254,11657613,,,,
SAMEA2661318,GCF_900246225.1,Astatotilapia_spp,,,,ERR730978,Astatotilapia_spp,PRJEB1254,11657530,,,,
SAMEA2661319,GCF_900246225.1,Astatotilapia_spp,,,,ERR730979,Astatotilapia_spp,PRJEB1254,11657542,,,,
SAMEA2661320,GCF_900246225.1,Astatotilapia_spp,,,,ERR730980,Astatotilapia_spp,PRJEB1254,11657554,,,,
SAMEA2661321,GCF_900246225.1,Astatotilapia_spp,,,,ERR730981,Astatotilapia_spp,PRJEB1254,11657566,,,,
SAMEA2661322,GCF_900246225.1,Astatotilapia_spp,,,,ERR730982,Astatotilapia_spp,PRJEB1254,11657578,,,,
SAMEA2661323,GCF_900246225.1,Astatotilapia_spp,,,,ERR755298,Astatotilapia_spp,PRJEB1254,12334722,,,,
SAMEA2661324,GCF_900246225.1,Astatotilapia_spp,,,,ERR730983,Astatotilapia_spp,PRJEB1254,11657602,,,,
SAMEA2661325,GCF_900246225.1,Astatotilapia_spp,,,,ERR730984,Astatotilapia_spp,PRJEB1254,11657614,,,,
SAMEA2661326,GCF_900246225.1,Astatotilapia_spp,,,,ERR730985,Astatotilapia_spp,PRJEB1254,11657531,,,,
SAMEA2661327,GCF_900246225.1,Astatotilapia_spp,,,,ERR730986,Astatotilapia_spp,PRJEB1254,11657543,,,,
SAMEA2661328,GCF_900246225.1,Astatotilapia_spp,,,,ERR730987,Astatotilapia_spp,PRJEB1254,11657555,,,,
SAMEA2661330,GCF_900246225.1,Astatotilapia_spp,,,,ERR730988,Astatotilapia_spp,PRJEB1254,11657567,,,,
SAMEA2661331,GCF_900246225.1,Astatotilapia_spp,,,,ERR730989,Astatotilapia_spp,PRJEB1254,11657579,,,,
SAMEA2661332,GCF_900246225.1,Astatotilapia_spp,,,,ERR755299,Astatotilapia_spp,PRJEB1254,12334734,,,,
SAMEA2661333,GCF_900246225.1,Astatotilapia_spp,,,,ERR730990,Astatotilapia_spp,PRJEB1254,11657603,,,,
SAMEA2661334,GCF_900246225.1,Astatotilapia_spp,,,,ERR730991,Astatotilapia_spp,PRJEB1254,11657615,,,,
SAMEA2661335,GCF_900246225.1,Astatotilapia_spp,,,,ERR730992,Astatotilapia_spp,PRJEB1254,11657532,,,,
SAMEA2661336,GCF_900246225.1,Astatotilapia_spp,,,,ERR730993,Astatotilapia_spp,PRJEB1254,11657544,,,,
SAMEA2661337,GCF_900246225.1,Astatotilapia_spp,,,,ERR730994,Astatotilapia_spp,PRJEB1254,11657556,,,,
SAMEA2661338,GCF_900246225.1,Astatotilapia_spp,,,,ERR730995,Astatotilapia_spp,PRJEB1254,11657568,,,,
SAMEA2661339,GCF_900246225.1,Astatotilapia_spp,,,,ERR730996,Astatotilapia_spp,PRJEB1254,11657580,,,,
SAMEA2661340,GCF_900246225.1,Astatotilapia_spp,,,,ERR755300,Astatotilapia_spp,PRJEB1254,12334746,,,,
SAMEA2661341,GCF_900246225.1,Astatotilapia_spp,,,,ERR730997,Astatotilapia_spp,PRJEB1254,11657604,,,,
SAMEA2661342,GCF_900246225.1,Astatotilapia_spp,,,,ERR730998,Astatotilapia_spp,PRJEB1254,11657616,,,,
SAMEA2661343,GCF_900246225.1,Astatotilapia_spp,,,,ERR730999,Astatotilapia_spp,PRJEB1254,11657533,,,,
SAMEA2661344,GCF_900246225.1,Astatotilapia_spp,,,,ERR731000,Astatotilapia_spp,PRJEB1254,11657545,,,,
SAMEA2661345,GCF_900246225.1,Astatotilapia_spp,,,,ERR731001,Astatotilapia_spp,PRJEB1254,11657557,,,,
SAMEA2661346,GCF_900246225.1,Astatotilapia_spp,,,,ERR731002,Astatotilapia_spp,PRJEB1254,11657569,,,,
